DDX11L1	1	11869	14409
WASH7P	1	14404	29570
MIR6859-1	1	17369	17436
RP11-34P13.3	1	29554	31109
MIR1302-2	1	30366	30503
FAM138A	1	34554	36081
OR4G4P	1	52473	53312
OR4G11P	1	57598	64116
OR4F5	1	65419	71585
RP11-34P13.7	1	89295	133723
RP11-34P13.8	1	89551	91105
RP11-34P13.10	1	131025	134836
RP11-34P13.15	1	135141	135895
RP11-34P13.16	1	137682	137965
RP11-34P13.14	1	139790	140339
RP11-34P13.13	1	141474	173862
RNU6-1100P	1	157784	157887
RP11-34P13.9	1	160446	161525
ABC7-43046700E7.1	1	182696	184174
RP11-34P13.18	1	185217	195411
MIR6859-2	1	187891	187958
AP006222.1	1	257864	359681
RPL23AP24	1	347982	348366
RP4-669L17.2	1	358857	366052
RP4-669L17.4	1	365389	522928
RP4-669L17.6	1	439870	440232
OR4F29	1	450703	451697
CICP7	1	487101	489906
RP4-669L17.8	1	491225	493241
RF00026	1	516376	516479
RP11-206L10.17	1	586071	827796
RP5-857K21.2	1	587629	594768
RP5-857K21.9	1	629062	629433
RP5-857K21.8	1	629640	630683
RP5-857K21.6	1	631074	632616
MIR6723	1	632325	632413
RP5-857K21.7	1	632757	633438
RP5-857K21.14	1	633535	633741
RP5-857K21.10	1	633696	634376
RP5-857K21.11	1	634376	634922
RP5-857K21.12	1	674842	675265
OR4F16	1	685679	686673
RP11-206L10.15	1	722092	724903
RP11-206L10.2	1	725885	778626
RNU6-1199P	1	758233	758336
RP11-206L10.4	1	760911	761989
RP11-206L10.9	1	778770	810060
RP11-206L10.18	1	781937	782050
RP11-206L10.8	1	800879	817712
FAM87B	1	817371	819837
RP11-206L10.11	1	825138	859446
NCRNA00115	1	826206	827522
FAM41C	1	868071	876903
TUBB8P11	1	873292	874349
FAM166AP3	1	874529	877234
RP11-54O7.16	1	904834	915976
RP11-54O7.1	1	911435	914948
RP11-54O7.2	1	914171	914971
RP11-54O7.3	1	916865	921016
SAMD11	1	923928	944581
NOC2L	1	944204	959309
KLHL17	1	960587	965715
PLEKHN1	1	966497	975865
PERM1	1	975204	982093
RP11-54O7.17	1	995966	998051
HES4	1	998962	1000172
ISG15	1	1001138	1014541
RP11-54O7.10	1	1008076	1008229
RP11-54O7.11	1	1011997	1013193
AGRN	1	1020123	1056118
RP11-54O7.14	1	1055033	1056116
RP11-465B22.3	1	1059734	1069355
RP11-54O7.18	1	1062208	1063288
RNF223	1	1070966	1074307
C1orf159	1	1081818	1116361
RP11-465B22.5	1	1137017	1144056
MIR200B	1	1167104	1167198
MIR200A	1	1167863	1167952
MIR429	1	1169005	1169087
RP11-465B22.8	1	1169357	1170343
RP11-465B22.6	1	1173056	1179555
TTLL10	1	1173884	1197935
TNFRSF18	1	1203508	1206691
TNFRSF4	1	1211326	1214138
SDF4	1	1216908	1232031
B3GALT6	1	1232265	1235041
C1QTNF12	1	1242446	1246722
RP5-902P8.12	1	1249777	1251334
UBE2J2	1	1253909	1273885
RP5-902P8.10	1	1275223	1280420
SCNN1D	1	1280436	1292029
ACAP3	1	1292376	1309609
MIR6726	1	1296110	1296170
PUSL1	1	1308567	1311677
INTS11	1	1311585	1324691
MIR6727	1	1312502	1312566
RP5-890O3.9	1	1317581	1318689
CPTP	1	1324756	1328897
TAS1R3	1	1331314	1335306
DVL1	1	1335276	1349350
MIR6808	1	1339650	1339708
MXRA8	1	1352689	1361777
AURKAIP1	1	1373730	1375495
RP5-890O3.3	1	1378666	1379032
CCNL2	1	1385711	1399328
RP4-758J18.2	1	1399522	1402046
MRPL20	1	1401908	1407313
RN7SL657P	1	1405460	1405752
RP4-758J18.13	1	1409096	1410618
ANKRD65	1	1418420	1421769
RP4-758J18.7	1	1420245	1422691
TMEM88B	1	1426128	1427787
RP4-758J18.10	1	1430539	1434573
VWA1	1	1434861	1442882
ATAD3C	1	1449689	1470158
ATAD3B	1	1471769	1497848
RP5-832C2.8	1	1503250	1509452
ATAD3A	1	1512151	1534687
TMEM240	1	1535174	1540453
SSU72	1	1541673	1574869
RP5-832C2.5	1	1574975	1577075
RP11-345P4.11	1	1583510	1583909
C1orf233	1	1598012	1600096
RP11-345P4.9	1	1613758	1615795
MIB2	1	1615415	1630610
MMP23B	1	1632095	1635263
CDK11B	1	1635227	1659012
RP11-345P4.10	1	1659325	1662602
SLC35E2B	1	1659529	1692728
RP11-345P4.6	1	1671990	1674397
MMP23A	1	1699942	1701782
CDK11A	1	1702730	1724324
RP1-283E3.8	1	1702736	1737688
RP1-283E3.4	1	1724512	1737251
SLC35E2	1	1724838	1745999
NADK	1	1751232	1780457
GNB1	1	1785285	1891117
RP1-140A9.1	1	1891471	1892658
CALML6	1	1914827	1917296
TMEM52	1	1917590	1919273
CFAP74	1	1921951	2003837
RP11-547D24.1	1	2013213	2015530
GABRD	1	2019298	2030758
RP11-547D24.3	1	2049203	2050070
PRKCZ	1	2050470	2185395
RP5-892K4.1	1	2141084	2145279
RP11-181G12.2	1	2181794	2184389
FAAP20	1	2184461	2212720
RP11-181G12.4	1	2212523	2220738
SKI	1	2228695	2310119
MORN1	1	2321253	2391707
RP4-713A8.1	1	2326201	2326693
RP4-740C4.5	1	2350414	2352820
RP4-740C4.7	1	2363061	2363628
RER1	1	2391775	2405444
PEX10	1	2403964	2413797
PLCH2	1	2425980	2505530
RP3-395M20.2	1	2492300	2493258
RP3-395M20.3	1	2493437	2494479
PANK4	1	2508533	2526628
HES5	1	2528745	2530245
RP3-395M20.12	1	2530064	2547460
RP3-395M20.8	1	2549920	2557031
TNFRSF14	1	2555639	2565382
RP3-395M20.7	1	2566410	2569888
RP3-395M20.9	1	2581560	2584533
FAM213B	1	2586491	2591469
MMEL1	1	2590639	2632990
RP13-436F16.1	1	2632568	2636620
TTC34	1	2635976	2801717
ABC14-1188822O7.1	1	2773603	2776473
RP11-740P5.2	1	2811850	2812692
RP11-740P5.3	1	2814432	2814998
RP5-907A6.1	1	2960658	2968707
ACTRT2	1	3021483	3022903
RP1-163G9.1	1	3059615	3068437
PRDM16	1	3069168	3438621
MIR4251	1	3127975	3128035
RP1-163G9.2	1	3132927	3133709
RP11-193J6.1	1	3205988	3208664
RP11-22L13.1	1	3306636	3310096
ARHGEF16	1	3454426	3481113
RP11-168F9.2	1	3487246	3487627
MEGF6	1	3489920	3611495
MIR551A	1	3560695	3560790
RP11-46F15.2	1	3623190	3624743
TPRG1L	1	3625002	3630127
WRAP73	1	3630767	3652761
TP73	1	3652520	3736201
RP5-1092A11.5	1	3658938	3668772
RP5-1092A11.2	1	3712200	3714298
TP73-AS1	1	3735601	3747336
RF02197	1	3736943	3737103
CCDC27	1	3746460	3771645
SMIM1	1	3772761	3775982
LRRC47	1	3778558	3796504
RN7SL574P	1	3782815	3783111
RP1-286D6.5	1	3785008	3785538
CEP104	1	3812081	3857214
DFFB	1	3857267	3885429
C1orf174	1	3889125	3900293
RP13-15E13.1	1	3900372	3917225
RP13-614K11.1	1	3940565	3955262
RP13-614K11.2	1	3944547	3948980
RP11-718D19.1	1	3976133	4012699
RP11-718D19.2	1	4012921	4019508
RP11-374C13.1	1	4175528	4175899
RP5-1166F10.1	1	4412027	4424689
RP5-1166F10.2	1	4479131	4484375
RP1-37J18.1	1	4551735	4552145
RP1-37J18.2	1	4571481	4594009
AJAP1	1	4654732	4792534
RP4-603B14.2	1	4963954	4973298
RP4-603B14.1	1	4973381	4981568
RP11-542C10.1	1	5086459	5090899
RP4-703E10.1	1	5301928	5307394
RP1-58B11.2	1	5478736	5493057
RP1-58B11.3	1	5480787	5482028
RP1-58B11.1	1	5492978	5494674
RP3-491M17.1	1	5554747	5554881
RP11-154H17.1	1	5561709	5668295
MIR4417	1	5564071	5564143
MIR4689	1	5862672	5862741
NPHP4	1	5862811	5992473
KCNAB2	1	5991466	6101193
CHD5	1	6101793	6180123
RPL22	1	6181269	6209389
RP1-120G22.11	1	6204840	6205780
RNF207	1	6205475	6221299
ICMT	1	6221193	6235972
LINC00337	1	6236240	6239444
HES3	1	6244192	6245578
GPR153	1	6247346	6260975
ACOT7	1	6264269	6394391
RP1-202O8.3	1	6393555	6394391
HES2	1	6412418	6424670
ESPN	1	6424776	6461367
MIR4252	1	6429834	6429896
RP1-202O8.2	1	6443034	6447006
TNFRSF25	1	6461151	6466195
PLEKHG5	1	6466092	6520061
NOL9	1	6521347	6554535
RNU6-731P	1	6540854	6540964
RP11-58A11.2	1	6547905	6548619
TAS1R1	1	6555181	6579757
ZBTB48	1	6580001	6589280
KLHL21	1	6590724	6614607
PHF13	1	6613685	6624033
THAP3	1	6624866	6635586
DNAJC11	1	6634168	6701924
RP11-242F24.1	1	6724637	6730012
RP11-242F24.2	1	6767954	6770038
RP11-312B8.1	1	6783892	6784843
CAMTA1	1	6785324	7769706
RP11-312B8.2	1	6834333	6834618
RP11-334N17.1	1	7008376	7014279
RNU1-8P	1	7219360	7219524
RP3-453P22.1	1	7368942	7370270
RP3-453P22.2	1	7382487	7389754
RP4-549F15.1	1	7441096	7441554
RP11-338N10.1	1	7693124	7694844
RP11-338N10.2	1	7698303	7698872
RP11-338N10.3	1	7700704	7700970
VAMP3	1	7771269	7781432
RP3-467L1.6	1	7776383	7776775
PER3	1	7784320	7845177
RP3-467L1.4	1	7810242	7827342
UTS2	1	7843083	7853512
TNFRSF9	1	7915894	7943165
RP5-892F13.2	1	7942372	7942726
PARK7	1	7954291	7985505
RF00019	1	7982881	7982983
CTA-215D11.6	1	7991134	8005312
CTA-215D11.5	1	7998187	7999934
ERRFI1	1	8004404	8026308
